,name,city,country,iata_code,latitude,longitude,links_count
371,Dyce,Aberdeen,United Kingdom,ABZ,57.201944,-2.197778,82
372,Irkutsk,Irkutsk,Russia,IKT,52.268028,104.388975,82
373,Will Rogers World,Oklahoma City,United States,OKC,35.393089,-97.600733,81
374,Borg El Arab Intl,Alexandria,Egypt,HBE,30.917669,29.696407999999998,81
375,Siem Reap,Siem-reap,Cambodia,REP,13.410665999999999,103.81284,81
376,Winnipeg Intl,Winnipeg,Canada,YWG,49.910036,-97.239886,81
377,Khartoum,Khartoum,Sudan,KRT,15.589497,32.553161,81
378,Cadjehoun,Cotonou,Benin,COO,6.357228,2.384353,80
379,Sungshan,Taipei,Taiwan,TSA,25.069722,121.5525,80
380,Lesquin,Lille,France,LIL,50.561942,3.089444,80
381,Leipzig Halle,Leipzig,Germany,LEJ,51.432447,12.241633,79
382,Hurghada Intl,Hurghada,Egypt,HRG,27.178317,33.799436,79
383,Mariscal Sucre Intl,Quito,Ecuador,UIO,-0.141144,-78.488214,78
384,Gimpo,Seoul,South Korea,GMP,37.558311,126.790586,78
385,Shiraz Shahid Dastghaib Intl,Shiraz,Iran,SYZ,29.539242,52.589786,78
386,Campo Dell Oro,Ajaccio,France,AJA,41.923637,8.802917,78
387,Kigali Intl,Kigali,Rwanda,KGL,-1.9686279999999998,30.13945,78
388,Faa\\'a International,Papeete,French Polynesia,PPT,-17.556667,-149.611389,77
389,Sharm El Sheikh Intl,Sharm El Sheikh,Egypt,SSH,27.977222,34.394722,77
390,La Aurora,Guatemala City,Guatemala,GUA,14.583272000000001,-90.527475,77
391,Villafranca,Villafranca,Italy,VRN,45.395706,10.888533,77
392,Jersey,Jersey,Jersey,JER,49.207947,-2.195508,76
393,Niederrhein,Weeze,Germany,NRN,51.602222,6.141944,76
394,Tallinn,Tallinn-ulemiste International,Estonia,TLL,59.413317,24.832844,76
395,Richmond Intl,Richmond,United States,RIC,37.505167,-77.319667,76
396,Yakutsk,Yakutsk,Russia,YKS,62.09325,129.770672,76
397,Treviso,Treviso,Italy,TSF,45.6484,12.194422,76
398,Sanaa Intl,Sanaa,Yemen,SAH,15.476258,44.219739,75
399,Dallas Love Fld,Dallas,United States,DAL,32.847111,-96.851778,75
400,Novy,Khabarovsk,Russia,KHV,48.528044,135.188361,75
401,Torp,Sandefjord,Norway,TRF,59.186703,10.258628,74
402,Moss,Rygge,Norway,RYG,59.378933,10.785389,74
403,Changzhou,Changzhou,China,CZX,31.941667,119.711667,74
404,Norfolk Intl,Norfolk,United States,ORF,36.894611,-76.201222,74
405,Zarzis,Djerba,Tunisia,DJE,33.875031,10.775461,73
406,Sepinggan,Balikpapan,Indonesia,BPN,-1.268272,116.894478,72
407,Guararapes Gilberto Freyre Intl,Recife,Brazil,REC,-8.126794,-34.923039,72
408,Christchurch Intl,Christchurch,New Zealand,CHC,-43.489358,172.532225,72
409,Poretta,Bastia,France,BIA,42.552664,9.483731,72
410,Tirana Rinas,Tirana,Albania,TIA,41.414742,19.720561,72
411,Wai Sha Airport,Shantou,China,SWA,23.4,116.683,71
412,Buffalo Niagara Intl,Buffalo,United States,BUF,42.940525,-78.732167,71
413,Birmingham Intl,Birmingham,United States,BHM,33.562942,-86.75355,71
414,Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,GYE,-2.157419,-79.883558,71
415,Pinto Martins Intl,Fortaleza,Brazil,FOR,-3.776283,-38.532556,71
416,Belfast Intl,Belfast,United Kingdom,BFS,54.6575,-6.215833,70
417,Ahmedabad,Ahmedabad,India,AMD,23.077242,72.63465,70
418,Piarco,Port-of-spain,Trinidad and Tobago,POS,10.595369,-61.337242,70
419,Val De Cans Intl,Belem,Brazil,BEL,-1.37925,-48.476292,70
420,Guam Intl,Agana,Guam,GUM,13.48345,144.795983,70
421,Santiago,Santiago,Spain,SCQ,42.896333,-8.415144,70
422,Menorca,Menorca,Spain,MAH,39.862597,4.218647,70
423,Tbilisi,Tbilisi,Georgia,TBS,41.669167,44.954722,69
424,Charleston Afb Intl,Charleston,United States,CHS,32.898647,-80.040528,69
425,Eppley Afld,Omaha,United States,OMA,41.303167,-95.894069,69
426,V C Bird Intl,Antigua,Antigua and Barbuda,ANU,17.136749,-61.792667,69
427,Salzburg,Salzburg,Austria,SZG,47.793304,13.004333,69
428,Entzheim,Strasbourg,France,SXB,48.538319,7.628233,69
429,Cork,Cork,Ireland,ORK,51.841269,-8.491111,68
430,Myrtle Beach Intl,Myrtle Beach,United States,MYR,33.67975,-78.928333,68
431,Pune,Pune,India,PNQ,18.582111,73.919697,68
432,Es Senia,Oran,Algeria,ORN,35.623858,-0.6211829999999999,68
433,Chisinau Intl,Chisinau,Moldova,KIV,46.927744,28.930978,68
434,Lusaka Intl,Lusaka,Zambia,LUN,-15.330817,28.452628,67
435,Dortmund,Dortmund,Germany,DTM,51.518314,7.612242,67
436,Entebbe Intl,Entebbe,Uganda,EBB,0.042386,32.443503,67
437,Mwalimu Julius K Nyerere Intl,Dar Es Salaam,Tanzania,DAR,-6.878111,39.202625,67
438,Strachowice,Wroclaw,Poland,WRO,51.102683,16.885836,66
439,Khudzhand Airport,Khudzhand,Tajikistan,LBD,40.2154,69.6947,66
440,Rotterdam,Rotterdam,Netherlands,RTM,51.956944,4.437222,66
441,Southampton,Southampton,United Kingdom,SOU,50.950261,-1.356803,66
442,Danang Intl,Danang,Vietnam,DAD,16.043917,108.19937,66
443,Cyril E King,St. Thomas,Virgin Islands,STT,18.337306,-64.973361,66
444,Marechal Rondon,Cuiaba,Brazil,CGB,-15.652931,-56.116719,66
445,Ouagadougou,Ouagadougou,Burkina Faso,OUA,12.353194,-1.5124170000000001,66
446,Ljubljana,Ljubljana,Slovenia,LJU,46.223686,14.457611,66
447,Tenerife Norte,Tenerife,Spain,TFN,28.482653,-16.341536,66
448,Phoenix-Mesa Gateway,Mesa,United States,AZA,33.307833,-111.655,64
449,James M Cox Dayton Intl,Dayton,United States,DAY,39.902375,-84.219375,64
450,Eduardo Gomes Intl,Manaus,Brazil,MAO,-3.038611,-60.049721,64
451,Wellington Intl,Wellington,New Zealand,WLG,-41.327221,174.805278,64
452,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,GAU,26.106092,91.585939,63
453,Cardiff,Cardiff,United Kingdom,CWL,51.396667,-3.343333,63
454,Bodrum - Milas,Bodrum,Turkey,BJV,37.249,27.667,63
455,Hato,Willemstad,Netherlands Antilles,CUR,12.188853,-68.959803,63
456,Skavsta,Stockholm,Sweden,NYO,58.788636,16.912189,62
457,Mc Ghee Tyson,Knoxville,United States,TYS,35.810972,-83.994028,62
458,Tucson Intl,Tucson,United States,TUS,32.116083,-110.941028,62
459,St Petersburg Clearwater Intl,St. Petersburg,United States,PIE,27.910167,-82.687389,62
460,Sendai,Sendai,Japan,SDJ,38.139722,140.916944,62
461,Providenciales,Providenciales,Turks and Caicos Islands,PLS,21.773625,-72.265886,62
462,Alghero,Alghero,Italy,AHO,40.632133,8.290772,62
463,Calicut,Calicut,India,CCJ,11.136839,75.9553,61
464,Phnom Penh Intl,Phnom-penh,Cambodia,PNH,11.546556,104.844139,61
465,Santos Dumont,Rio De Janeiro,Brazil,SDU,-22.910461,-43.163133,61
466,Lhasa-Gonggar,Lhasa,China,LXA,29.297778,90.911944,60
467,Erbil Intl,Erbil,Iraq,EBL,36.237611,43.963158,60
468,Albany Intl,Albany,United States,ALB,42.748267,-73.801692,60
469,Greater Rochester Intl,Rochester,United States,ROC,43.118866,-77.672389,60
470,Osh,Osh,Kyrgyzstan,OSS,40.608989,72.793269,60
471,Nnamdi Azikiwe Intl,Abuja,Nigeria,ABV,9.006792,7.263172,60
472,Peshawar Intl,Peshawar,Pakistan,PEW,33.993911,71.514581,60
473,Zhangxiao,Yuncheng,China,YCU,35.018,110.993,58
474,Baotou Airport,Baotou,China,BAV,40.56,109.997,58
475,Shannon,Shannon,Ireland,SNN,52.701978,-8.924817000000001,58
476,Greenville-Spartanburg International,Greenville,United States,GSP,34.895556,-82.218889,58
477,Adi Sutjipto,Yogyakarta,Indonesia,JOG,-7.788181,110.431758,58
478,Adams Fld,Little Rock,United States,LIT,34.729444,-92.224306,58
479,Subang-Sultan Abdul Aziz Shah Intl,Kuala Lumpur,Malaysia,SZB,3.130583,101.549333,58
480,Goa,Goa,India,GOI,15.380832999999999,73.831422,58
481,Le Raizet,Pointe-a-pitre,Guadeloupe,PTP,16.265306,-61.531806,58
482,Ching Chuang Kang,Taichung,Taiwan,RMQ,24.264668,120.62058,58
483,Yellowknife,Yellowknife,Canada,YZF,62.462778,-114.440278,58
484,Norman Manley Intl,Kingston,Jamaica,KIN,17.935667,-76.7875,58
485,Des Moines Intl,Des Moines,United States,DSM,41.533972,-93.663083,57
486,Bethel,Bethel,United States,BET,60.779778,-161.838,57
487,Alfonso Bonilla Aragon Intl,Cali,Colombia,CLO,3.543222,-76.381583,57
488,Quebec Jean Lesage Intl,Quebec,Canada,YQB,46.791111,-71.393333,57
489,Harare Intl,Harare,Zimbabwe,HRE,-17.931806,31.092847,57
490,Pyrzowice,Katowice,Poland,KTW,50.474253,19.080019,56
491,Reno Tahoe Intl,Reno,United States,RNO,39.499108,-119.768108,56
492,Gerald R Ford Intl,Grand Rapids,United States,GRR,42.880833,-85.522806,56
493,Gold Coast,Coolangatta,Australia,OOL,-28.164444,153.504722,56
494,Kazan,Kazan,Russia,KZN,55.606186,49.278728,56
495,Rostov Na Donu,Rostov,Russia,ROV,47.258208,39.818089,56
496,Port Vila Bauerfield,Port-vila,Vanuatu,VLI,-17.699325,168.319794,56
497,Philip S W Goldson Intl,Belize City,Belize,BZE,17.539144,-88.308203,56
498,Trapani Birgi,Trapani,Italy,TPS,37.911403,12.487961,56
499,Inezgane,Agadir,Morocco,AGA,30.381353,-9.546311,56
500,Tulsa Intl,Tulsa,United States,TUL,36.198389,-95.888111,55
501,Theodore Francis Green State,Providence,United States,PVD,41.732581,-71.420383,55
502,Senou,Bamako,Mali,BKO,12.533544,-7.949944,55
503,Ndjili Intl,Kinshasa,Congo (Kinshasa),FIH,-4.38575,15.444569,55
504,Ivato,Antananarivo,Madagascar,TNR,-18.79695,47.478806,54
505,Bromma,Stockholm,Sweden,BMA,59.354372,17.94165,54
506,Kurumoch,Samara,Russia,KUF,53.5,50.15,54
507,Hang Nadim,Batam,Indonesia,BTH,1.121028,104.118753,54
508,Fairbanks Intl,Fairbanks,United States,FAI,64.815114,-147.856267,54
509,Kabul Intl,Kabul,Afghanistan,KBL,34.565853,69.212328,54
510,Warsaw Modlin,Warsaw,Poland,WMI,52.451111,20.651667,52
511,Langnes,Tromso,Norway,TOS,69.683333,18.918919,52
512,Tunxi International Airport,Huangshan,China,TXN,29.7333,118.256,52
513,Syracuse Hancock Intl,Syracuse,United States,SYR,43.111187,-76.106311,52
514,Kuching Intl,Kuching,Malaysia,KCH,1.484697,110.346933,52
515,Sochi,Sochi,Russia,AER,43.449928,39.956589,52
516,Knevichi,Vladivostok,Russia,VVO,43.398953,132.148017,52
517,Jose Maria Cordova,Rio Negro,Colombia,MDE,6.164536,-75.423119,52
518,Zadar,Zadar,Croatia,ZAD,44.108269,15.346697,52
519,Maya Maya,Brazzaville,Congo (Brazzaville),BZV,-4.2517,15.253031,51
520,Piedmont Triad,Greensboro,United States,GSO,36.09775,-79.937306,51
521,Palm Springs Intl,Palm Springs,United States,PSP,33.829667,-116.506694,51
522,El Alto Intl,La Paz,Bolivia,LPB,-16.513339,-68.192256,51
523,Owen Roberts Intl,Georgetown,Cayman Islands,GCM,19.292778,-81.35775,51
524,Ordos Ejin Horo,Dongsheng,China,DSN,39.85,110.033,50
525,Ontario Intl,Ontario,United States,ONT,34.056,-117.601194,50
526,Wattay Intl,Vientiane,Laos,VTE,17.988322,102.563256,50
527,Lamezia Terme,Lamezia,Italy,SUF,38.905394,16.242269,50
528,Benina,Benghazi,Libya,BEN,32.096786,20.269472,50
529,Exeter,Exeter,United Kingdom,EXT,50.734444,-3.413889,49
530,Nome,Nome,United States,OME,64.512203,-165.445247,49
531,Leon M Ba,Libreville,Gabon,LBV,0.4586,9.412283,48
532,Yichang Airport,Yichang,China,YIH,30.671,111.441,48
533,NW Arkansas Regional,Bentonville,United States,XNA,36.2818694,-94.3068111,48
534,Honiara International,Honiara,Solomon Islands,HIR,-9.428,160.054789,48
535,Jinghong,Jinghong,China,JHG,21.973914,100.759611,48
536,Miri,Miri,Malaysia,MYY,4.322014,113.986806,48
537,Viru Viru Intl,Santa Cruz,Bolivia,VVI,-17.644756,-63.135364,48
538,Ahwaz,Ahwaz,Iran,AWZ,31.337431,48.76195,48
539,Toussaint Louverture Intl,Port-au-prince,Haiti,PAP,18.58005,-72.292542,48
540,General Ignacio P Garcia Intl,Hermosillo,Mexico,HMO,29.095858,-111.047858,48
541,Skopje,Skopje,Macedonia,SKP,41.961622,21.621381,48
542,Mediterranee,Montpellier,France,MPL,43.576194,3.963014,48
543,Rankin Inlet,Rankin Inlet,Canada,YRT,62.81139,-92.115833,48
544,El Paso Intl,El Paso,United States,ELP,31.80725,-106.377583,47
545,Ponta Delgada,Ponta Delgada,Portugal,PDL,37.741184,-25.69787,47
546,Allgau,Memmingen,Germany,FMM,47.988758,10.2395,46
547,Savannah Hilton Head Intl,Savannah,United States,SAV,32.127583,-81.202139,46
548,Westchester Co,White Plains,United States,HPN,41.066959,-73.707575,46
549,Brunei Intl,Bandar Seri Begawan,Brunei,BWN,4.9442,114.928353,46
550,Ufa,Ufa,Russia,UFA,54.557511,55.874417,46
551,Le Lamentin,Fort-de-france,Martinique,FDF,14.591033,-61.003175,46
552,Grantley Adams Intl,Bridgetown,Barbados,BGI,13.074603,-59.492456,46
553,Carrasco Intl,Montevideo,Uruguay,MVD,-34.838417,-56.030806,46
554,La Mesa Intl,San Pedro Sula,Honduras,SAP,15.452639,-87.923556,46
555,Roschino,Tyumen,Russia,TJM,57.189567,65.3243,45
556,Ralph Wien Mem,Kotzebue,United States,OTZ,66.884678,-162.59855,45
557,Daniel Oduber Quiros Intl,Liberia,Costa Rica,LIR,10.593289,-85.544408,45
558,Akron Canton Regional Airport,Akron,United States,CAK,40.9160833,-81.4421944,44
559,Aden Intl,Aden,Yemen,ADE,12.829542,45.028792,44
560,Ketchikan Intl,Ketchikan,United States,KTN,55.355556,-131.71375,44
561,Dresden,Dresden,Germany,DRS,51.132767,13.767161,44
562,Mineralnyye Vody,Mineralnye Vody,Russia,MRV,44.225072,43.081889,44
563,Zhuliany Intl,Kiev,Ukraine,IEV,50.401694,30.449697,44
564,Sept Iles,Sept-iles,Canada,YZV,50.223333,-66.265556,44
565,Casale,Brindisi,Italy,BDS,40.657633,17.947033,44
566,Freetown Lungi,Freetown,Sierra Leone,FNA,8.616444,-13.195489,44
567,Mianyang Airport,Mianyang,China,MIG,31.4281,104.741,43
568,Santa Genoveva,Goiania,Brazil,GYN,-16.632033,-49.220686,43
569,St Johns Intl,St. John's,Canada,YYT,47.61861,-52.751945,43
570,Jerez,Jerez,Spain,XRY,36.744622,-6.060111,43
571,Durban Intl,Durban,South Africa,DUR,-29.970089,30.950519,42
572,Save,Gothenborg,Sweden,GSE,57.774722,11.870372,42
573,Lawica,Poznan,Poland,POZ,52.421031,16.826325,42
574,Dayong Airport,Dayong,China,DYG,29.1028,110.443,42
575,Prestwick,Prestwick,United Kingdom,PIK,55.509444,-4.586667,42
576,Belfast City,Belfast,United Kingdom,BHD,54.618056,-5.8725000000000005,42
577,Aktau,Aktau,Kazakhstan,SCO,43.86005,51.091978,42
578,Husein Sastranegara,Bandung,Indonesia,BDO,-6.900625,107.576294,42
579,Lihue,Lihue,United States,LIH,21.975983,-159.338958,42
580,Pensacola Rgnl,Pensacola,United States,PNS,30.473425,-87.186611,42
581,Sam Ratulangi,Manado,Indonesia,MDC,1.549447,124.925878,42
582,Hercilio Luz,Florianopolis,Brazil,FLN,-27.670489,-48.547181,42
583,Pristina,Pristina,Serbia,PRN,42.572778,21.035833,42
584,Cluj Napoca,Cluj-napoca,Romania,CLJ,46.785167,23.686167,42
585,Aalborg,Aalborg,Denmark,AAL,57.092789,9.849164,41
586,Kona Intl At Keahole,Kona,United States,KOA,19.738767,-156.045631,41
587,Boise Air Terminal,Boise,United States,BOI,43.564361,-116.222861,41
588,Chinggis Khaan Intl,Ulan Bator,Mongolia,ULN,47.843056,106.766639,41
589,Gnassingbe Eyadema Intl,Lome,Togo,LFW,6.165611,1.254511,41
590,Kilimanjaro Intl,Kilimanjaro,Tanzania,JRO,-3.429406,37.074461,41
591,St Denis Gillot,St.-denis,Reunion,RUN,-20.8871,55.510308,40
592,Beihai Airport,Beihai,China,BHY,21.5394,109.294,40
593,Baden Airpark,Karlsruhe/Baden-Baden,Germany,FKB,48.7793,8.08048,40
594,Esfahan Shahid Beheshti Intl,Isfahan,Iran,IFN,32.750836,51.861267,40
595,Xuzhou Guanyin Airport,Xuzhou,China,XUZ,34.16,117.11,40
596,Ambouli International Airport,Djibouti,Djibouti,JIB,11.5472,43.1594,40
597,Blue Grass,Lexington KY,United States,LEX,38.0365,-84.605889,40
598,Manchester Regional Airport,Manchester NH,United States,MHT,42.932556,-71.435667,40
599,Fresno Yosemite Intl,Fresno,United States,FAT,36.776194,-119.71814,40
600,Juneau Intl,Juneau,United States,JNU,58.354972,-134.576278,40
601,Wichita Mid Continent,Wichita,United States,ICT,37.649944,-97.433056,40
602,Balandino,Chelyabinsk,Russia,CEK,55.305836,61.503333,40
603,M R Stefanik,Bratislava,Slovakia,BTS,48.170167,17.212667,40
604,Genova Sestri,Genoa,Italy,GOA,44.413333,8.8375,40
605,Saint Catherine,Calvi,France,CLY,42.530753,8.793189,40
606,Murcia San Javier,Murcia,Spain,MJV,37.774972,-0.8123889999999999,40
607,Harrisburg Intl,Harrisburg,United States,MDT,40.193494,-76.763403,39
608,Del Caribe Intl Gen Santiago Marino,Porlamar,Venezuela,PMV,10.912926,-63.967581,39
609,Reus,Reus,Spain,REU,41.147392,1.1671719999999999,39
610,Zhanjiang Airport,Zhanjiang,China,ZHA,21.2144,110.358,38
611,Bournemouth,Bournemouth,United Kingdom,BOH,50.78,-1.8425,38
612,Yaounde Nsimalen,Yaounde,Cameroon,NSI,3.722556,11.553269,38
613,Windhoek Hosea Kutako International Airport ,Windhoek,Namibia,WDH,-22.486667,17.4625,38
614,Kaunas Intl,Kaunas,Lithuania,KUN,54.963919,24.084778,38
615,Leite Lopes,Ribeirao Preto,Brazil,RAO,-21.134167,-47.774189,38
616,Bandar Abbass Intl,Bandar Abbas,Iran,BND,27.218317,56.37785,38
617,Graz,Graz,Austria,GRZ,46.991067,15.439628,38
618,Santander,Santander,Spain,SDR,43.427064,-3.8200060000000002,38
619,Ibn Batouta,Tanger,Morocco,TNG,35.726917,-5.916889,38
620,Odesa Intl,Odessa,Ukraine,ODS,46.426767,30.676464,37
621,Hewanorra Intl,Hewandorra,Saint Lucia,UVF,13.733194,-60.952597,37
622,Nairobi Wilson,Nairobi,Kenya,WIL,-1.3217189999999999,36.814833,37
623,Yangzhou Taizhou Airport,Yangzhou,China,YTY,32.5617,119.715,36
624,Pointe Noire,Pointe-noire,Congo (Brazzaville),PNR,-4.816028,11.886597,36
625,Yiwu Airport,Yiwu,China,YIW,29.3447,120.032,36
626,Shubuling Airport,Linyi,China,LYI,35.0461,118.412,36
627,El Aroui Airport,El Aroui,Morocco,NDR,34.9888,-3.02821,36
628,Iqaluit,Iqaluit,Canada,YFB,63.75639,-68.555832,36
629,Nantong Airport,Nantong,China,NTG,32.0708,120.976,36
630,Guernsey,Guernsey,Guernsey,GCI,49.434956,-2.601969,36
631,Nizhny Novgorod,Nizhniy Novgorod,Russia,GOJ,56.230119,43.784042,36
632,Conakry,Conakry,Guinea,CKY,9.576889,-13.611961,36
633,Huntsville International Airport-Carl T Jones Field,Huntsville,United States,HSV,34.6371944,-86.7750556,36
634,Bob Hope,Burbank,United States,BUR,34.200667,-118.358667,36
635,Long Beach,Long Beach,United States,LGB,33.817722,-118.151611,36
636,Jackson Evers Intl,Jackson,United States,JAN,32.311167,-90.075889,36
637,Dongshan,Hailar,China,HLD,49.204997,119.825,36
638,Sultan Ismail,Johor Bahru,Malaysia,JHB,1.641308,103.669619,36
639,Sultan Syarif Kasim Ii,Pekanbaru,Indonesia,PKU,0.460786,101.444539,36
640,Samui,Ko Samui,Thailand,USM,9.547794,100.062272,36
641,Lucknow,Lucknow,India,LKO,26.760594,80.889339,36
642,Vishakhapatnam,Vishakhapatnam,India,VTZ,17.721167,83.224483,36
643,Silvio Pettirossi Intl,Asuncion,Paraguay,ASU,-25.23985,-57.519133,36
644,Kalibo,Kalibo,Philippines,KLO,11.679431,122.376294,36
645,Kagoshima,Kagoshima,Japan,KOJ,31.803397,130.719408,36
646,Toncontin Intl,Tegucigalpa,Honduras,TGU,14.060883,-87.217197,36
647,Almeria,Almeria,Spain,LEI,36.843936,-2.370097,36
648,Saiss,Fes,Morocco,FEZ,33.927261,-4.977958,36
649,Charlotte County-Punta Gorda Airport,Punta Gorda,United States,PGD,26.919722,-81.990556,35
650,Bodo,Bodo,Norway,BOO,67.269167,14.365278,35
651,Cedar Rapids,Cedar Rapids,United States,CID,41.884694,-91.710806,35
652,Sentani,Jayapura,Indonesia,DJJ,-2.576953,140.516372,35
653,Melville Hall,Dominica,Dominica,DOM,15.547028,-61.3,35
654,Amilcar Cabral Intl,Amilcar Cabral,Cape Verde,SID,16.741389,-22.949444,35
655,Maputo,Maputo,Mozambique,MPM,-25.920836,32.572606,34
656,Yancheng Airport,Yancheng,China,YNZ,33.3856,120.125,34
657,Praia International Airport,Praia,Santiago Island,RAI,0.0,14.9245,34
658,Achmad Yani,Semarang,Indonesia,SRG,-6.9714469999999995,110.374122,34
659,Columbia Metropolitan,Columbia,United States,CAE,33.938833,-81.119528,34
660,Dane Co Rgnl Truax Fld,Madison,United States,MSN,43.139858,-89.337514,34
661,Langkawi Intl,Pulau,Malaysia,LGK,6.329728,99.728667,34
662,Coimbatore,Coimbatore,India,CJB,11.030031,77.043383,34
663,Jaipur,Jaipur,India,JAI,26.824192,75.812161,34
664,Omsk,Omsk,Russia,OMS,54.967042,73.310514,34
665,Lviv Intl,Lvov,Ukraine,LWO,49.8125,23.956111,34
666,Diori Hamani,Niamey,Niger,NIM,13.481547,2.183614,34
667,Campo Grande,Campo Grande,Brazil,CGR,-20.468667,-54.6725,34
668,Hiroshima,Hiroshima,Japan,HIJ,34.436111,132.919444,34
669,Komatsu,Kanazawa,Japan,KMQ,36.394611,136.406544,34
670,Nagasaki,Nagasaki,Japan,NGS,32.916944,129.913611,34
671,Sioux Lookout,Sioux Lookout,Canada,YXL,50.113889,-91.905278,34
672,Adana,Adana,Turkey,ADA,36.982166,35.280388,34
673,Guipavas,Brest,France,BES,48.447911,-4.418539,34
674,Asturias,Aviles,Spain,OVD,43.563567,-6.034622,34
675,Key West Intl,Key West,United States,EYW,24.556111,-81.759556,33
676,Long Island Mac Arthur,Islip,United States,ISP,40.79525,-73.100222,33
677,Mandalay Intl,Mandalay,Burma,MDL,21.702156,95.977928,33
678,Khomutovo,Yuzhno-sakhalinsk,Russia,UUS,46.888672,142.717531,33
679,Kish Island,Kish Island,Iran,KIH,26.526156,53.980211,33
680,General R Fierro Villalobos Intl,Chihuahua,Mexico,CUU,28.702875,-105.964567,33
681,Dionysios Solomos,Zakynthos,Greece,ZTH,37.750853,20.88425,33
682,Regina Intl,Regina,Canada,YQR,50.431944,-104.665833,33
683,Lombok International Airport,Praya,Indonesia,LOP,-8.7573222,116.276675,32
684,Sturup,Malmoe,Sweden,MMX,55.530193,13.371639,32
685,Lianyungang Airport,Lianyungang,China,LYG,34.55,119.25,32
686,Jingdezhen Airport,Jingdezhen,China,JDZ,29.3386,117.176,32
687,Changzhi Airport,Changzhi,China,CIH,36.2475,113.126,32
688,Niigata,Niigata,Japan,KIJ,37.5711,139.0646,32
689,Novyi Urengoy,Novy Urengoy,Russia,NUX,66.041811,76.313938,32
690,Jiuzhaigou Huanglong,Jiuzhaigou,China,JZH,32.857,103.683,32
691,Fort Wayne,Fort Wayne,United States,FWA,40.978472,-85.195139,32
692,Lovell Fld,Chattanooga,United States,CHA,35.035278,-85.203808,32
693,Townsville,Townsville,Australia,TSV,-19.2525,146.765278,32
694,Krabi,Krabi,Thailand,KBV,8.095969,98.988764,32
695,Shah Amanat Intl,Chittagong,Bangladesh,CGP,22.249611,91.813286,32
696,Bagdogra,Baghdogra,India,IXB,26.681206,88.328567,32
697,Devi Ahilyabai Holkar,Indore,India,IDR,22.721786,75.801086,32
698,Goiabeiras,Vitoria,Brazil,VIX,-20.258056,-40.286389,32
699,Augusto Severo,Natal,Brazil,NAT,-5.911417,-35.247717,32
700,Mohamed Boudiaf Intl,Constantine,Algeria,CZL,36.276028,6.620386,32
